timestamp,x_value,y_value,z_value,heart_rate,temperature_c,action,prediction
2026-01-07 01:20:00,0.235,0.414,0.274,55,38.16,Minimal Movement,Normal Rest
2026-01-07 01:20:30,0.851,1.194,1.41,70,38.61,Moderate Movement,Healthy Activity
2026-01-07 01:21:00,0.941,1.276,1.488,83,38.01,Moderate Movement,Healthy Activity
2026-01-07 01:21:30,0.324,0.291,0.279,56,38.34,Minimal Movement,Normal Rest
2026-01-07 01:22:00,1.371,1.275,0.703,68,38.34,Moderate Movement,Healthy Activity
2026-01-07 01:22:30,0.862,0.941,0.795,73,38.54,Head Movement,Feeding Detected
2026-01-07 01:23:00,0.132,0.059,0.062,49,38.35,Low Movement,Healthy Sleep
2026-01-07 01:23:30,1.514,1.531,1.197,67,38.28,Moderate Movement,Healthy Activity
2026-01-07 01:24:00,0.5,0.333,0.858,73,38.44,Head Movement,Feeding Detected
2026-01-07 01:24:30,0.8,0.465,0.821,64,38.57,Head Movement,Feeding Detected
2026-01-07 01:25:00,1.349,1.706,1.037,79,38.17,Moderate Movement,Healthy Activity
2026-01-07 01:25:30,2.013,1.134,2.087,98,38.96,High Movement,Active State
2026-01-07 01:26:00,0.322,0.221,0.228,53,38.48,Minimal Movement,Normal Rest
2026-01-07 01:26:30,0.572,0.53,0.583,66,38.37,Head Movement,Feeding Detected
2026-01-07 01:27:00,0.8,1.551,0.818,66,38.54,Moderate Movement,Healthy Activity
2026-01-07 01:27:30,1.467,2.538,2.85,119,39.3,High Movement,Active State
2026-01-07 01:28:00,0.748,0.691,1.546,77,38.67,Moderate Movement,Healthy Activity
2026-01-07 01:28:30,1.832,3.784,3.291,96,39.2,High Movement,Active State
2026-01-07 01:29:00,2.873,2.856,2.287,107,38.87,High Movement,Active State
2026-01-07 01:29:30,2.312,4.314,2.768,121,39.28,High Movement,Active State
2026-01-07 01:30:00,1.607,0.794,1.455,84,38.18,Moderate Movement,Healthy Activity
2026-01-07 01:30:30,0.99,0.882,1.675,84,38.69,Moderate Movement,Healthy Activity
2026-01-07 01:31:00,2.517,1.722,3.117,99,38.7,High Movement,Active State
2026-01-07 01:31:30,2.998,3.488,2.297,102,38.96,High Movement,Active State
2026-01-07 01:32:00,0.678,0.606,0.368,69,38.49,Head Movement,Feeding Detected
2026-01-07 01:32:30,0.21,0.174,0.362,64,38.13,Minimal Movement,Normal Rest
2026-01-07 01:33:00,0.052,0.079,0.029,50,37.92,Low Movement,Healthy Sleep
2026-01-07 01:33:30,2.435,1.591,3.279,100,38.95,High Movement,Active State
2026-01-07 01:34:00,4.013,2.23,2.679,124,39.21,High Movement,Active State
2026-01-07 01:34:30,2.048,2.928,2.621,124,38.9,High Movement,Active State
2026-01-07 01:35:00,2.884,4.257,2.321,115,38.97,High Movement,Active State
2026-01-07 01:35:30,1.605,0.592,1.076,83,38.44,Moderate Movement,Healthy Activity
2026-01-07 01:36:00,0.987,0.422,1.439,71,38.55,Moderate Movement,Healthy Activity
2026-01-07 01:36:30,0.193,0.213,0.309,67,38.19,Minimal Movement,Normal Rest
2026-01-07 01:37:00,0.756,0.7,0.721,62,38.52,Head Movement,Feeding Detected
2026-01-07 01:37:30,0.466,1.435,0.803,65,38.46,Moderate Movement,Healthy Activity
2026-01-07 01:38:00,0.235,0.21,0.297,53,38.33,Minimal Movement,Normal Rest
2026-01-07 01:38:30,0.811,0.969,1.372,83,38.48,Moderate Movement,Healthy Activity
2026-01-07 01:39:00,0.447,1.159,1.147,73,38.13,Moderate Movement,Healthy Activity
2026-01-07 01:39:30,0.072,0.081,0.136,56,38.05,Low Movement,Healthy Sleep
2026-01-07 01:40:00,0.538,0.483,0.841,67,38.14,Head Movement,Feeding Detected
2026-01-07 01:40:30,0.258,0.381,0.629,61,38.47,Head Movement,Feeding Detected
2026-01-07 01:41:00,0.479,0.501,0.203,72,38.69,Head Movement,Feeding Detected
2026-01-07 01:41:30,0.17,0.315,0.196,64,38.21,Minimal Movement,Normal Rest
2026-01-07 01:42:00,0.171,0.355,0.298,60,38.06,Minimal Movement,Normal Rest
2026-01-07 01:42:30,1.566,1.3,1.381,68,38.39,Moderate Movement,Healthy Activity
2026-01-07 01:43:00,1.634,1.202,1.236,72,38.73,Moderate Movement,Healthy Activity
2026-01-07 01:43:30,0.054,0.078,0.056,52,38.35,Low Movement,Healthy Sleep
2026-01-07 01:44:00,0.084,0.109,0.081,48,37.94,Low Movement,Healthy Sleep
2026-01-07 01:44:30,3.753,2.415,1.415,90,39.28,High Movement,Active State
2026-01-07 01:45:00,0.404,0.63,0.79,63,38.68,Head Movement,Feeding Detected
2026-01-07 01:45:30,0.738,1.144,1.424,65,39.19,Moderate Movement,Healthy Activity
2026-01-07 01:46:00,1.165,2.197,1.38,69,38.63,Moderate Movement,Healthy Activity
2026-01-07 01:46:30,1.157,1.164,0.889,69,38.17,Moderate Movement,Healthy Activity
2026-01-07 01:47:00,0.808,0.762,0.243,61,38.29,Head Movement,Feeding Detected
2026-01-07 01:47:30,0.307,0.206,0.129,53,38.17,Minimal Movement,Normal Rest
2026-01-07 01:48:00,0.04,0.105,0.073,56,38.1,Low Movement,Healthy Sleep
2026-01-07 01:48:30,0.373,0.409,0.168,64,38.41,Minimal Movement,Normal Rest
2026-01-07 01:49:00,0.913,1.34,1.627,78,38.21,Moderate Movement,Healthy Activity
2026-01-07 01:49:30,0.18,0.271,0.197,62,38.06,Minimal Movement,Normal Rest
2026-01-07 01:50:00,1.431,0.7,0.934,65,38.48,Moderate Movement,Healthy Activity
2026-01-07 01:50:30,0.283,0.199,0.266,56,38.09,Minimal Movement,Normal Rest
2026-01-07 01:51:00,1.015,1.155,1.172,73,38.27,Moderate Movement,Healthy Activity
2026-01-07 01:51:30,0.524,0.45,0.69,69,38.34,Head Movement,Feeding Detected
2026-01-07 01:52:00,4.351,2.143,3.404,99,38.78,High Movement,Active State
2026-01-07 01:52:30,0.091,0.071,0.071,57,38.1,Low Movement,Healthy Sleep
2026-01-07 01:53:00,0.276,0.316,0.226,54,38.09,Minimal Movement,Normal Rest
2026-01-07 01:53:30,1.131,0.902,1.14,71,38.83,Moderate Movement,Healthy Activity
2026-01-07 01:54:00,0.878,0.727,0.321,65,38.59,Head Movement,Feeding Detected
2026-01-07 01:54:30,1.965,2.55,2.386,103,39.01,High Movement,Active State
2026-01-07 01:55:00,0.21,0.183,0.204,61,38.19,Minimal Movement,Normal Rest
2026-01-07 01:55:30,0.065,0.012,0.096,54,38.03,Low Movement,Healthy Sleep
2026-01-07 01:56:00,0.916,0.607,1.764,80,38.45,Moderate Movement,Healthy Activity
2026-01-07 01:56:30,0.823,1.626,0.852,81,38.11,Moderate Movement,Healthy Activity
2026-01-07 01:57:00,0.283,0.248,0.371,57,38.38,Minimal Movement,Normal Rest
2026-01-07 01:57:30,0.392,0.264,0.256,53,38.42,Minimal Movement,Normal Rest
2026-01-07 01:58:00,0.045,0.057,0.035,52,38.01,Low Movement,Healthy Sleep
2026-01-07 01:58:30,0.517,0.595,0.461,63,38.49,Head Movement,Feeding Detected
2026-01-07 01:59:00,3.027,2.739,2.014,112,39.4,High Movement,Active State
2026-01-07 01:59:30,1.385,2.14,1.178,82,38.84,Moderate Movement,Healthy Activity
2026-01-07 02:00:00,2.189,2.966,3.304,90,39.11,High Movement,Active State
2026-01-07 02:00:30,0.859,0.712,0.924,73,38.5,Head Movement,Feeding Detected
2026-01-07 02:01:00,1.236,1.808,1.273,76,38.49,Moderate Movement,Healthy Activity
2026-01-07 02:01:30,0.223,0.319,0.301,60,38.24,Minimal Movement,Normal Rest
2026-01-07 02:02:00,1.83,1.339,2.035,62,38.09,Moderate Movement,Healthy Activity
2026-01-07 02:02:30,0.741,0.622,0.607,70,38.4,Head Movement,Feeding Detected
2026-01-07 02:03:00,1.189,1.038,1.338,69,38.54,Moderate Movement,Healthy Activity
2026-01-07 02:03:30,0.861,0.687,0.604,64,38.68,Head Movement,Feeding Detected
2026-01-07 02:04:00,0.304,0.705,0.832,62,38.39,Head Movement,Feeding Detected
2026-01-07 02:04:30,1.432,1.191,1.249,75,38.5,Moderate Movement,Healthy Activity
2026-01-07 02:05:00,1.066,1.142,1.324,83,38.59,Moderate Movement,Healthy Activity
2026-01-07 02:05:30,1.621,2.532,1.805,119,39.47,High Movement,Active State
2026-01-07 02:06:00,0.031,0.118,0.057,55,38.13,Low Movement,Healthy Sleep
2026-01-07 02:06:30,1.138,0.987,1.277,80,38.21,Moderate Movement,Healthy Activity
2026-01-07 02:07:00,1.724,1.543,0.756,65,38.33,Moderate Movement,Healthy Activity
2026-01-07 02:07:30,0.43,0.844,0.68,69,38.46,Head Movement,Feeding Detected
2026-01-07 02:08:00,1.571,0.958,1.035,62,38.84,Moderate Movement,Healthy Activity
2026-01-07 02:08:30,0.767,1.13,1.109,63,38.31,Moderate Movement,Healthy Activity
2026-01-07 02:09:00,1.098,1.059,1.56,82,38.96,Moderate Movement,Healthy Activity
2026-01-07 02:09:30,1.254,0.849,1.217,76,38.7,Moderate Movement,Healthy Activity
2026-01-07 02:10:00,1.166,1.538,1.456,80,38.58,Moderate Movement,Healthy Activity
2026-01-07 02:10:30,0.197,0.246,0.36,62,38.21,Minimal Movement,Normal Rest
2026-01-07 02:11:00,2.311,2.526,2.185,98,39.13,High Movement,Active State
2026-01-07 02:11:30,0.211,0.406,0.319,52,38.22,Minimal Movement,Normal Rest
2026-01-07 02:12:00,0.588,0.728,0.703,73,38.4,Head Movement,Feeding Detected
2026-01-07 02:12:30,0.364,0.257,0.246,52,38.3,Minimal Movement,Normal Rest
2026-01-07 02:13:00,2.425,3.283,1.066,91,38.6,High Movement,Active State
2026-01-07 02:13:30,0.106,0.083,0.041,54,38.22,Low Movement,Healthy Sleep
2026-01-07 02:14:00,0.075,0.117,0.089,53,38.02,Low Movement,Healthy Sleep
2026-01-07 02:14:30,1.416,1.342,0.805,63,38.45,Moderate Movement,Healthy Activity
2026-01-07 02:15:00,0.897,0.193,0.546,66,38.53,Head Movement,Feeding Detected
2026-01-07 02:15:30,0.643,0.834,0.573,61,38.87,Head Movement,Feeding Detected
2026-01-07 02:16:00,0.962,1.159,1.255,62,38.68,Moderate Movement,Healthy Activity
2026-01-07 02:16:30,0.077,0.078,0.15,56,38.1,Low Movement,Healthy Sleep
2026-01-07 02:17:00,0.059,0.078,0.089,54,38.18,Low Movement,Healthy Sleep
2026-01-07 02:17:30,0.088,0.037,0.037,48,38.15,Low Movement,Healthy Sleep
2026-01-07 02:18:00,1.016,1.336,0.923,69,38.54,Moderate Movement,Healthy Activity
2026-01-07 02:18:30,4.376,3.114,2.468,92,38.88,High Movement,Active State
2026-01-07 02:19:00,1.248,1.367,1.154,79,38.3,Moderate Movement,Healthy Activity
2026-01-07 02:19:30,0.626,0.627,0.615,74,38.54,Head Movement,Feeding Detected
2026-01-07 02:20:00,0.033,0.035,0.086,58,37.97,Low Movement,Healthy Sleep
2026-01-07 02:20:30,1.376,1.16,1.078,63,38.69,Moderate Movement,Healthy Activity
2026-01-07 02:21:00,0.476,0.609,0.574,67,38.61,Head Movement,Feeding Detected
2026-01-07 02:21:30,0.498,0.75,0.518,71,37.98,Head Movement,Feeding Detected
2026-01-07 02:22:00,0.674,1.544,1.641,71,38.47,Moderate Movement,Healthy Activity
2026-01-07 02:22:30,0.174,0.316,0.344,60,38.23,Minimal Movement,Normal Rest
2026-01-07 02:23:00,1.503,0.897,0.981,71,38.31,Moderate Movement,Healthy Activity
2026-01-07 02:23:30,0.373,0.263,0.051,53,38.24,Minimal Movement,Normal Rest
2026-01-07 02:24:00,0.905,1.026,0.89,75,38.18,Head Movement,Feeding Detected
2026-01-07 02:24:30,1.314,1.309,1.545,70,38.31,Moderate Movement,Healthy Activity
2026-01-07 02:25:00,1.776,1.559,0.64,64,38.47,Moderate Movement,Healthy Activity
2026-01-07 02:25:30,0.759,0.245,0.517,71,38.3,Head Movement,Feeding Detected
2026-01-07 02:26:00,0.681,3.054,2.623,92,39.52,High Movement,Active State
2026-01-07 02:26:30,1.48,0.843,1.579,66,38.67,Moderate Movement,Healthy Activity
2026-01-07 02:27:00,0.368,0.245,0.2,62,38.1,Minimal Movement,Normal Rest
2026-01-07 02:27:30,1.148,1.013,0.987,70,38.6,Moderate Movement,Healthy Activity
2026-01-07 02:28:00,2.12,2.571,0.846,114,38.85,High Movement,Active State
2026-01-07 02:28:30,0.402,0.145,0.147,65,38.22,Minimal Movement,Normal Rest
2026-01-07 02:29:00,1.309,1.203,1.584,69,38.87,Moderate Movement,Healthy Activity
2026-01-07 02:29:30,0.413,0.61,0.701,59,38.45,Head Movement,Feeding Detected
2026-01-07 02:30:00,0.687,0.82,0.767,61,38.4,Head Movement,Feeding Detected
2026-01-07 02:30:30,0.647,0.789,0.746,73,38.14,Head Movement,Feeding Detected
2026-01-07 02:31:00,0.385,0.48,0.562,68,38.42,Head Movement,Feeding Detected
2026-01-07 02:31:30,0.085,0.015,0.058,55,38.14,Low Movement,Healthy Sleep
2026-01-07 02:32:00,1.228,0.438,0.922,70,38.43,Moderate Movement,Healthy Activity
2026-01-07 02:32:30,0.081,0.057,0.077,50,37.94,Low Movement,Healthy Sleep
2026-01-07 02:33:00,0.428,0.649,0.976,72,38.1,Head Movement,Feeding Detected
2026-01-07 02:33:30,1.393,1.092,0.94,73,38.68,Moderate Movement,Healthy Activity
2026-01-07 02:34:00,0.484,1.115,0.918,62,38.5,Moderate Movement,Healthy Activity
2026-01-07 02:34:30,0.094,0.058,0.081,49,38.32,Low Movement,Healthy Sleep
2026-01-07 02:35:00,3.31,2.767,3.273,114,38.64,High Movement,Active State
2026-01-07 02:35:30,3.1,3.265,3.161,92,39.19,High Movement,Active State
2026-01-07 02:36:00,0.181,0.32,0.337,57,38.22,Minimal Movement,Normal Rest
2026-01-07 02:36:30,0.408,0.926,0.88,59,38.53,Head Movement,Feeding Detected
2026-01-07 02:37:00,2.872,2.887,2.863,112,38.53,High Movement,Active State
2026-01-07 02:37:30,0.33,0.293,0.176,66,38.2,Minimal Movement,Normal Rest
2026-01-07 02:38:00,0.309,0.147,0.405,63,37.96,Minimal Movement,Normal Rest
2026-01-07 02:38:30,2.904,3.439,4.431,121,39.2,High Movement,Active State
2026-01-07 02:39:00,0.316,0.169,0.319,55,38.14,Minimal Movement,Normal Rest
2026-01-07 02:39:30,0.063,0.055,0.12,59,37.98,Low Movement,Healthy Sleep
2026-01-07 02:40:00,0.069,0.02,0.088,58,38.25,Low Movement,Healthy Sleep
2026-01-07 02:40:30,0.115,0.057,0.099,55,37.9,Low Movement,Healthy Sleep
2026-01-07 02:41:00,0.099,0.073,0.052,48,38.01,Low Movement,Healthy Sleep
2026-01-07 02:41:30,0.6,0.552,0.651,61,38.39,Head Movement,Feeding Detected
2026-01-07 02:42:00,0.246,0.152,0.106,56,38.09,Minimal Movement,Normal Rest
2026-01-07 02:42:30,2.926,2.315,1.975,116,39.68,High Movement,Active State
2026-01-07 02:43:00,0.577,0.657,0.817,67,38.49,Head Movement,Feeding Detected
2026-01-07 02:43:30,1.294,1.104,1.582,75,38.66,Moderate Movement,Healthy Activity
2026-01-07 02:44:00,1.135,1.334,0.902,81,38.63,Moderate Movement,Healthy Activity
2026-01-07 02:44:30,0.822,0.398,0.679,63,38.48,Head Movement,Feeding Detected
2026-01-07 02:45:00,0.998,1.341,1.143,79,38.83,Moderate Movement,Healthy Activity
2026-01-07 02:45:30,2.282,2.958,2.51,114,38.95,High Movement,Active State
2026-01-07 02:46:00,0.427,0.374,0.892,73,38.73,Head Movement,Feeding Detected
2026-01-07 02:46:30,0.399,0.769,0.372,61,38.63,Head Movement,Feeding Detected
2026-01-07 02:47:00,0.353,0.815,0.975,72,38.24,Head Movement,Feeding Detected
2026-01-07 02:47:30,0.694,0.935,0.796,65,38.14,Head Movement,Feeding Detected
2026-01-07 02:48:00,0.132,0.044,0.078,48,38.36,Low Movement,Healthy Sleep
2026-01-07 02:48:30,4.681,2.149,3.074,116,39.47,High Movement,Active State
2026-01-07 02:49:00,1.038,0.943,1.015,65,38.51,Moderate Movement,Healthy Activity
2026-01-07 02:49:30,1.376,1.397,0.544,84,38.7,Moderate Movement,Healthy Activity
2026-01-07 02:50:00,1.271,1.595,1.2,81,38.33,Moderate Movement,Healthy Activity
2026-01-07 02:50:30,0.076,0.045,0.047,55,38.18,Low Movement,Healthy Sleep
2026-01-07 02:51:00,0.087,0.062,0.049,52,38.32,Low Movement,Healthy Sleep
2026-01-07 02:51:30,0.32,0.315,0.287,60,38.11,Minimal Movement,Normal Rest
2026-01-07 02:52:00,1.277,1.441,0.777,67,38.6,Moderate Movement,Healthy Activity
2026-01-07 02:52:30,0.119,0.068,0.075,55,38.24,Low Movement,Healthy Sleep
2026-01-07 02:53:00,3.797,3.125,2.941,110,39.26,High Movement,Active State
2026-01-07 02:53:30,1.023,0.86,1.162,77,38.64,Moderate Movement,Healthy Activity
2026-01-07 02:54:00,0.097,0.144,0.119,50,37.91,Low Movement,Healthy Sleep
2026-01-07 02:54:30,0.079,0.118,0.15,53,38.33,Low Movement,Healthy Sleep
2026-01-07 02:55:00,0.248,0.298,0.164,59,38.29,Minimal Movement,Normal Rest
2026-01-07 02:55:30,0.587,0.709,0.653,61,38.28,Head Movement,Feeding Detected
2026-01-07 02:56:00,0.066,0.079,0.091,55,38.28,Low Movement,Healthy Sleep
2026-01-07 02:56:30,0.073,0.104,0.12,59,38.06,Low Movement,Healthy Sleep
2026-01-07 02:57:00,3.799,3.72,2.495,100,39.07,High Movement,Active State
2026-01-07 02:57:30,0.031,0.09,0.045,55,38.12,Low Movement,Healthy Sleep
2026-01-07 02:58:00,1.212,1.397,0.785,63,38.62,Moderate Movement,Healthy Activity
2026-01-07 02:58:30,0.105,0.057,0.111,49,38.28,Low Movement,Healthy Sleep
2026-01-07 02:59:00,0.107,0.079,0.034,58,37.98,Low Movement,Healthy Sleep
2026-01-07 02:59:30,1.7,1.892,2.722,102,39.14,High Movement,Active State
2026-01-07 03:00:00,0.721,1.357,0.53,83,38.65,Moderate Movement,Healthy Activity
2026-01-07 03:00:30,0.095,0.119,0.086,55,38.11,Low Movement,Healthy Sleep
2026-01-07 03:01:00,0.132,0.217,0.341,60,38.13,Minimal Movement,Normal Rest
2026-01-07 03:01:30,0.048,0.143,0.102,52,38.21,Low Movement,Healthy Sleep
2026-01-07 03:02:00,0.059,0.071,0.065,59,38.6,Low Movement,Healthy Sleep
2026-01-07 03:02:30,0.6,0.476,0.332,66,38.47,Head Movement,Feeding Detected
2026-01-07 03:03:00,1.38,1.512,1.088,65,38.42,Moderate Movement,Healthy Activity
2026-01-07 03:03:30,0.638,0.641,0.477,58,38.92,Head Movement,Feeding Detected
2026-01-07 03:04:00,1.108,1.611,1.536,80,38.37,Moderate Movement,Healthy Activity
2026-01-07 03:04:30,0.091,0.097,0.12,55,38.14,Low Movement,Healthy Sleep
2026-01-07 03:05:00,0.293,0.768,0.859,60,38.44,Head Movement,Feeding Detected
2026-01-07 03:05:30,0.093,0.075,0.084,59,38.09,Low Movement,Healthy Sleep
2026-01-07 03:06:00,1.583,1.43,1.704,76,38.44,Moderate Movement,Healthy Activity
2026-01-07 03:06:30,0.079,0.065,0.117,51,37.79,Low Movement,Healthy Sleep
2026-01-07 03:07:00,0.597,0.543,0.974,66,38.33,Head Movement,Feeding Detected
2026-01-07 03:07:30,0.05,0.116,0.073,58,37.88,Low Movement,Healthy Sleep
2026-01-07 03:08:00,0.149,0.816,1.059,84,38.74,Moderate Movement,Healthy Activity
2026-01-07 03:08:30,1.488,1.123,1.001,63,38.24,Moderate Movement,Healthy Activity
2026-01-07 03:09:00,0.859,1.531,1.408,77,38.74,Moderate Movement,Healthy Activity
2026-01-07 03:09:30,1.448,4.011,2.194,97,38.57,High Movement,Active State
2026-01-07 03:10:00,2.835,3.595,1.796,106,39.02,High Movement,Active State
2026-01-07 03:10:30,3.684,3.696,4.196,110,38.87,High Movement,Active State
2026-01-07 03:11:00,1.283,1.933,1.025,69,38.53,Moderate Movement,Healthy Activity
2026-01-07 03:11:30,0.221,0.31,0.201,59,38.25,Minimal Movement,Normal Rest
2026-01-07 03:12:00,0.064,0.069,0.087,50,38.13,Low Movement,Healthy Sleep
2026-01-07 03:12:30,1.01,0.998,1.429,75,38.25,Moderate Movement,Healthy Activity
2026-01-07 03:13:00,0.136,0.281,0.216,53,38.13,Minimal Movement,Normal Rest
2026-01-07 03:13:30,0.085,0.017,0.115,49,38.2,Low Movement,Healthy Sleep
2026-01-07 03:14:00,1.19,0.624,1.44,67,38.25,Moderate Movement,Healthy Activity
2026-01-07 03:14:30,0.037,0.069,0.058,52,38.15,Low Movement,Healthy Sleep
2026-01-07 03:15:00,0.943,0.485,0.891,70,38.49,Moderate Movement,Healthy Activity
2026-01-07 03:15:30,1.177,1.355,0.964,75,38.4,Moderate Movement,Healthy Activity
2026-01-07 03:16:00,3.114,2.266,2.592,107,38.35,High Movement,Active State
2026-01-07 03:16:30,0.044,0.034,0.099,54,38.16,Low Movement,Healthy Sleep
2026-01-07 03:17:00,0.036,0.106,0.047,56,38.1,Low Movement,Healthy Sleep
2026-01-07 03:17:30,1.021,0.908,1.136,79,38.45,Moderate Movement,Healthy Activity
2026-01-07 03:18:00,1.175,1.21,1.132,72,38.84,Moderate Movement,Healthy Activity
2026-01-07 03:18:30,0.196,0.047,0.37,53,38.29,Minimal Movement,Normal Rest
2026-01-07 03:19:00,0.228,0.192,0.22,54,38.2,Minimal Movement,Normal Rest
2026-01-07 03:19:30,0.22,0.275,0.314,55,38.08,Minimal Movement,Normal Rest
2026-01-07 03:20:00,0.059,0.056,0.074,51,38.22,Low Movement,Healthy Sleep
2026-01-07 03:20:30,0.919,1.781,0.13,79,38.46,Moderate Movement,Healthy Activity
2026-01-07 03:21:00,0.472,1.045,0.43,59,38.3,Head Movement,Feeding Detected
2026-01-07 03:21:30,2.055,2.259,3.197,117,39.04,High Movement,Active State
2026-01-07 03:22:00,0.206,0.206,0.223,65,38.13,Minimal Movement,Normal Rest
2026-01-07 03:22:30,0.138,0.065,0.067,57,37.9,Low Movement,Healthy Sleep
2026-01-07 03:23:00,0.126,0.082,0.119,52,38.06,Low Movement,Healthy Sleep
2026-01-07 03:23:30,0.092,0.096,0.063,56,38.12,Low Movement,Healthy Sleep
2026-01-07 03:24:00,1.259,1.669,1.721,64,38.8,Moderate Movement,Healthy Activity
2026-01-07 03:24:30,1.423,1.098,0.817,74,38.57,Moderate Movement,Healthy Activity
2026-01-07 03:25:00,0.095,0.042,0.11,51,37.81,Low Movement,Healthy Sleep
2026-01-07 03:25:30,0.083,0.073,0.077,53,37.92,Low Movement,Healthy Sleep
2026-01-07 03:26:00,1.989,2.371,3.564,99,38.25,High Movement,Active State
2026-01-07 03:26:30,0.317,0.247,0.174,60,38.17,Minimal Movement,Normal Rest
2026-01-07 03:27:00,0.114,0.271,0.234,59,38.06,Minimal Movement,Normal Rest
2026-01-07 03:27:30,0.04,0.061,0.076,52,38.17,Low Movement,Healthy Sleep
2026-01-07 03:28:00,1.544,1.612,1.441,70,38.43,Moderate Movement,Healthy Activity
2026-01-07 03:28:30,1.458,0.356,1.674,75,38.4,Moderate Movement,Healthy Activity
2026-01-07 03:29:00,3.114,3.187,3.578,101,39.06,High Movement,Active State
2026-01-07 03:29:30,2.421,3.238,1.882,124,38.75,High Movement,Active State
2026-01-07 03:30:00,0.994,1.121,1.183,79,38.58,Moderate Movement,Healthy Activity
2026-01-07 03:30:30,0.061,0.074,0.102,48,37.74,Low Movement,Healthy Sleep
2026-01-07 03:31:00,2.49,3.626,2.65,95,38.71,High Movement,Active State
2026-01-07 03:31:30,0.539,0.598,0.724,67,38.34,Head Movement,Feeding Detected
2026-01-07 03:32:00,0.781,0.489,0.98,68,38.1,Head Movement,Feeding Detected
2026-01-07 03:32:30,0.522,0.314,0.715,63,38.4,Head Movement,Feeding Detected
2026-01-07 03:33:00,0.272,0.259,0.23,62,37.99,Minimal Movement,Normal Rest
2026-01-07 03:33:30,0.678,0.698,0.264,75,38.13,Head Movement,Feeding Detected
2026-01-07 03:34:00,4.472,3.485,2.321,94,39.09,High Movement,Active State
2026-01-07 03:34:30,0.098,0.121,0.061,52,38.09,Low Movement,Healthy Sleep
2026-01-07 03:35:00,1.072,1.002,1.146,84,38.47,Moderate Movement,Healthy Activity
2026-01-07 03:35:30,0.849,1.228,1.033,71,38.66,Moderate Movement,Healthy Activity
2026-01-07 03:36:00,0.079,0.045,0.045,59,38.29,Low Movement,Healthy Sleep
2026-01-07 03:36:30,1.24,1.261,0.843,77,38.41,Moderate Movement,Healthy Activity
2026-01-07 03:37:00,0.562,0.591,0.553,68,38.15,Head Movement,Feeding Detected
2026-01-07 03:37:30,3.363,2.22,2.989,113,39.31,High Movement,Active State
2026-01-07 03:38:00,2.723,3.067,2.538,121,39.03,High Movement,Active State
2026-01-07 03:38:30,0.091,0.084,0.106,54,37.9,Low Movement,Healthy Sleep
2026-01-07 03:39:00,1.271,0.958,0.556,78,38.13,Moderate Movement,Healthy Activity
2026-01-07 03:39:30,2.15,0.981,1.431,72,38.37,Moderate Movement,Healthy Activity
2026-01-07 03:40:00,0.247,0.237,0.112,56,38.31,Minimal Movement,Normal Rest
2026-01-07 03:40:30,0.693,1.201,0.007,72,38.65,Moderate Movement,Healthy Activity
2026-01-07 03:41:00,0.462,0.569,0.531,62,38.11,Head Movement,Feeding Detected
2026-01-07 03:41:30,2.581,3.849,2.621,91,38.63,High Movement,Active State
2026-01-07 03:42:00,2.937,2.209,4.061,121,38.67,High Movement,Active State
2026-01-07 03:42:30,1.544,1.251,0.723,71,38.7,Moderate Movement,Healthy Activity
2026-01-07 03:43:00,0.669,0.754,0.906,60,38.34,Head Movement,Feeding Detected
2026-01-07 03:43:30,0.618,1.72,1.227,79,38.59,Moderate Movement,Healthy Activity
2026-01-07 03:44:00,0.058,0.039,0.098,59,38.08,Low Movement,Healthy Sleep
2026-01-07 03:44:30,0.56,0.946,0.319,71,38.45,Head Movement,Feeding Detected
2026-01-07 03:45:00,0.089,0.085,0.084,57,38.39,Low Movement,Healthy Sleep
2026-01-07 03:45:30,0.095,0.082,0.025,57,38.27,Low Movement,Healthy Sleep
2026-01-07 03:46:00,0.732,0.833,0.524,67,38.56,Head Movement,Feeding Detected
2026-01-07 03:46:30,0.075,0.067,0.133,54,38.03,Low Movement,Healthy Sleep
2026-01-07 03:47:00,0.401,0.257,0.116,55,38.04,Minimal Movement,Normal Rest
2026-01-07 03:47:30,0.868,0.924,1.486,82,38.33,Moderate Movement,Healthy Activity
2026-01-07 03:48:00,1.635,1.324,0.333,82,38.64,Moderate Movement,Healthy Activity
2026-01-07 03:48:30,0.089,0.091,0.073,59,38.36,Low Movement,Healthy Sleep
2026-01-07 03:49:00,0.094,0.047,0.049,53,38.04,Low Movement,Healthy Sleep
2026-01-07 03:49:30,0.07,0.119,0.049,53,38.04,Low Movement,Healthy Sleep
2026-01-07 03:50:00,0.887,0.597,0.377,64,38.26,Head Movement,Feeding Detected
2026-01-07 03:50:30,1.17,1.076,1.133,76,38.6,Moderate Movement,Healthy Activity
2026-01-07 03:51:00,0.636,0.817,0.353,59,38.21,Head Movement,Feeding Detected
2026-01-07 03:51:30,0.024,0.085,0.062,57,38.32,Low Movement,Healthy Sleep
2026-01-07 03:52:00,1.457,1.807,1.526,73,38.63,Moderate Movement,Healthy Activity
2026-01-07 03:52:30,1.068,0.512,0.914,81,38.26,Moderate Movement,Healthy Activity
2026-01-07 03:53:00,0.098,0.051,0.049,55,38.2,Low Movement,Healthy Sleep
2026-01-07 03:53:30,0.057,0.111,0.042,51,38.24,Low Movement,Healthy Sleep
